id_tov,Наименование,Вес,Категория,Подкатегория,Состав,Пищевая ценность,Срок годности
1350,Лепёшка с зеленью,175 г,Кулинария,Сэндвичи,"мука пшеничная хлебопекарная высший сорт, вода питьевая, зелень свежего кориандра, кервель свежий, шпинат свежий, щавель свежий, укроп свежий, лук зеленый свежий, лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, соль поваренная пищевая, перец красный молотый слабожгучий.","белки 4,9 г; жиры 3,2 г; углеводы 23,3 г; 141 ккал ",5 суток
1177,Сэндвич ролл с бужениной запеченной,175 г,Кулинария,Сэндвичи,"лаваш пшеничный (мука пшеничная хлебопекарная в/с, вода питьевая, соль поваренная пищевая), буженина запеченная (окорок свиной, вода питьевая, соль поваренная пищевая, перец красный чили сушеный молотый, паприка сладкая сушеная молотая, чеснок свежий), салат свежий, сыр полутвердый (молоко цельное, молоко обезжиренное, соль поваренная пищевая, закваска молочнокислых культур, молокосвертывающий ферментный препарат микробиального происхождения, уплотнитель - хлорид кальция), майонез (масло подсолнечное рафинированное дезодорированное, молоко коровье пастеризованное, яичный желток, сок лимонный прямого отжима, горчица (горчичный порошок, вода питьевая), сахар, соль поваренная пищевая), томаты свежие, горчица (вода питьевая, горчичный порошок, сахар, масло подсолнечное рафинированное дезодорированное, регулятор кислотности - уксусная кислота, соль поваренная пищевая, перец черный молотый, лавровый лист), укроп свежий","белки 10 г, жиры 19 г, углеводы 19 г; 290 ккал",48 часов
1178,"Бутерброд с тунцом, 95 г",95 г,Кулинария,Сэндвичи,"хлеб (мука пшеничная в/с, мука ржаная обдирная, солод ржаной ферментированный, отруби пшеничные, дрожжи прессованные хлебопекарные сухие, соль поваренная пищевая, семена льна, семена кунжута, семена подсолнечника, хлопья овсяные, кукуруза дробленая, масло подсолнечное рафинированное дезодорированное); сыр мягкий а-ла Кеймак (молоко нормализованное, соль поваренная пищевая, закваска молочнокислых бактерий, молокосвертывающий ферментный препарат микробиального происхождения, загуститель - камедь рожкового дерева), тунец консервированный (кусочки тунца, вода питьевя, соль поваренная пищевая), огурцы свежие, кукуруза (зерна кукурузы, вода питьевая, соль поваренная пищевая) лук репчатый свежий ","белки 11 г, жиры 10 г, углеводы 12 г; 180 ккал",48 часов
1179,"Бутерброд с курицей, 80 г",80 г,Кулинария,Сэндвичи,"хлеб (мука пшеничная в/с, дрожжи прессованные хлебопекарные сухие, соль поваренная пищевая, молоко сухое цельное, сахар, масло подсолнечное рафинированное дезодорированное, вода питьевая); филе куриное (филе цыплят-бройлеров, вода питьевая, соль поваренная пищевая, сахар, масло подсолнечное рафинированное дезодорированное); томаты свежие, салат свежий, сыр мягкий а-ла Кеймак (молоко нормализованное, соль поваренная пищевая, закваска молочнокислых бактерий, молокосвертывающий ферментный препарат микробиального происхождения, загуститель - камедь рожкового дерева), сыр полутвердый (молоко нормализованное, молоко обезжиренное, соль поваренная пищевая, закваска молочнокислых культур, молокосвертывающий ферментный препарат микробиального происхождения, уплотнитель - хлорид кальция) ","белки 9 г, жиры 7 г, углеводы 21 г; 180 ккал",48 часов
1201,Сосиска в тесте,60 г,Кулинария,Сэндвичи,"сосиски вареные (свинина, говядина, вода питьевая, яйцо куриное пищевое, молоко коровье цельное сухое, соль поваренная пищевая, сахар, перец белый молотый, мускатный орех молотый, перец душистый молотый), тесто слоеное (мука пшеничная хлебопекарная высший сорт, вода питьевая, масло сладко-сливочное несоленое м.д.ж. 82,5 %, сок лимона прямого отжима)","белки 9,7 г; жиры 23,9 г; углеводы 17,5 г; 324 ккал",72 часа
1858,"Сэндвич-ролл Курица с соусом ""Дор-Блю""",157 г,Кулинария,Сэндвичи,"лаваш пшеничный (мука хлебопекарная в/с, вода питьевая, соль пищевая), филе куриное запеченное (филе грудки цыпленка, соль пищевая), соус «Дор-Блю» (майонез массовая доля жира 67% (масло подсолнечное рафинированное дезодорированное, яичный желток, сок лимона, горчица, сахар, соль пищевая), сыр с благородной плесенью массовая доля жира в сухом веществе – 53% (молоко пастеризованное, соль пищевая, бактериальная закваска мезофильных молочнокислых микроорганизмов, молокосвертывающий ферментный препарат животного происхождения, уплотнитель хлорид кальция, культура плесневых грибов Penicillium roqueforti), мёд, сельдерей свежий), салатная смесь (салат Фриссе свежий, салат Романо свежий, салат Радиччо свежий, виноград","белки 9,1 г; жиры 6,9 г; углеводы 23,5 г; 192,5 ккал",48 часов
453,Онигири с лососем (неркой) в соусе спайси,100 г ,Кулинария,Сэндвичи,"рис белый вареный, обжаренное филе лосося (нерки), соус спайси (майонез (подсолнечное и оливковое масла, вода, сахар, яичный желток, соль поваренная, лимонный сок, уксус, горчичное масло), паста кимчи (вода, чеснок, перец чили, имбирь, черный перец, лук, уксус, специи, соль, экстракционное эфирное масло паприки), прессованные морские водоросли","белки 6,9 г, жиры 7,2 г, углеводы 30,1 г; 213 ккал",48 часов 
454,Онигири с грибами в соевом соусе,100 г ,Кулинария,Сэндвичи,"рис белый вареный, грибы шампиньоны обжаренные, масло подсолнечное рафинированное дезодорированное, соевый соус (вода питьевая, соя, пшеница, соль поваренная пищевая), сахар, чеснок свежий, имбирь свежий, перец черный молотый, крахмал кукурузный, водоросли морские прессованные","белки 4,8 г, жиры 2,4 г, углеводы 30,3 г; 162 ккал",48 часов 
566,Сэндвич ролл с овощами,155 г ,Кулинария,Сэндвичи,"лаваш пшеничный (мука пшеничная хлебопекарная в/с, вода питьевая, соль поваренная пищевая), салат свежий, сыр рикотта (молоко коровье, сычужный фермент микробиального происхождения, соль), цукини печеные, кабачки печеные, баклажаны печеные, томаты свежие, масло оливковое, чеснок, петрушка, соль","белки 6 г, жиры 6 г, углеводы 24 г; 170 ккал",48 часов 
396,Сэндвич ролл с кетой,175 г ,Кулинария,Сэндвичи,"лаваш (мука пшеничная хлебопекарная в/с, вода питьевая, соль поваренная пищевая), лосось слабосоленый (кета, соль поваренная пищевая), сыр а ла Каймак (молоко нормализованное, соль поваренная пищевая, закваска молочнокислых бактерий, ферментный препарат молокосвертывающий микробиального происхождения, загуститель - камедь рожкового дерева), огурцы свежие, томаты свежие, салат свежий, укроп свежий",белки 10 г; жиры 5 г; углеводы 21 г; 169 ккал,48 часов
949,"Сэндвич-ролл ""Цезарь""",160 г,Кулинария,Сэндвичи,"лаваш (мука пшеничная в/с, вода питьевая, соль поваренная пищевая), филе куриное обжаренное, салат романо, томаты свежие, сыр пармезан (молоко коровье пастеризованное, соль поваренная пищевая, микроорганизмы молочнокислые мезофильные, препарат ферментный молокосвертывающий, консервант - лизоцим), соус цезарь (масло подсолнечное рафинированное, яйцо куриное пищевое, соус соевый (вода питьевая, бобы соевые, пшеница, соль поваренная пищевая, сахар), анчоусы (филе анчоусов, масло подсолнечное рафинированное, соль поваренная пищевая), горчица столовая (вода питьевая, порошок горчичный, масло подсолнечное рафинированное, соль поваренная пищевая, уксус столовый), сок лимона прямого отжима, вода питьевая, сахар, чеснок свежий)","белки 16,7 г, жиры 8,3 г, углеводы 22 г; 229,7 ккал",48 часов
263,Набор столовых приборов,,Нон-Фуд,Одноразовая посуда,"Материал приборов: кукурузный крахмал, органические соединения, полипропилен; материал салфеток: 100% целлюлоза; материал зубочистки: дерево",,Не ограничен 
121,Пакеты для мусора с завязками 30 литров,,Нон-Фуд,Товары для дома,"полиэтилен, технологические добавки (процессинговые, термостабилизирующие, оксобиоразлогаемые добавки для полимеров), краситель, биоразлагающая добавка",,3 года 
150,Рукав для запекания 30см *3м,,Нон-Фуд,Товары для дома,полиэтилентерефталат (ПЭТ),,не ограничен 
151,"Пакеты для запекания 30*40 см, 4 шт",,Нон-Фуд,Товары для дома,полиэтилентерефталат (ПЭТ),,не ограничен 
153,Фольга для запекания 29см*10м,,Нон-Фуд,Товары для дома,фольга алюминиевая,,не ограничен 
2010,Лопатка для жарки,,Нон-Фуд,Товары для дома,,,5 лет
2011,Лопатка для жарки с перфорацией,,Нон-Фуд,Товары для дома,,,2 года 
2005,"Салфетки целлюлозные, 3 шт",,Нон-Фуд,Товары для дома,"целлюлоза, хлопок",,не ограничен 
2006,"Салфетки из бамбукового волокна, 3 шт",,Нон-Фуд,Товары для дома,"бамбуковое волокно, полиэстер, вискоза",,не ограничен 
1852,"Пакет для мусора 60 литров, 20 шт",,Нон-Фуд,Товары для дома,"полиэтилен, краситель, технологические добавки, биоразлагающая добавка ",,3 года 
1853,"Пакет для мусора 30 литров, 20 шт",,Нон-Фуд,Товары для дома,"полиэтилен, краситель, технологические добавки, биоразлагающая добавка ",,3 года 
1854,"Пакет для продуктов 24*37 см, 50 шт",,Нон-Фуд,Товары для дома,"полиэтилен, биоразлагающая добавка ",,3 года 
1874,Бумажные салфетки 1слой 100 шт,,Нон-Фуд,Товары для дома,100% первичная целлюлоза,,
939,Ролик для чистки одежды 50 листов,,Нон-Фуд,Товары для дома,"пластик, картон, клеевое бумажное полотно",,не ограничен
945,Перчатки хозяйственные размер M,1 пара,Нон-Фуд,Товары для дома,"латекс, хлопковое напыление",,не ограничен при соблюдении условий хранения
765,Полотенца универсальные,,Нон-Фуд,Товары для дома,"нетканый материал с тиснением – вискоза (50%), полиэстер (50%) ",,не ограничен 
785,Салфетка для пола,,Нон-Фуд,Товары для дома,"хлопок, полиэстер ",,не ограничен 
771,Пленка пищевая биоразлагаемая,,Нон-Фуд,Товары для дома,"полиэтилен, биоразлагаемая добавка «REVERTE», Великобритания ",,не ограничен 
411,Пергамент с силиконовым покрытием,94 г,Нон-Фуд,Товары для дома,пергамент с силиконовым (антиадгезионным) покрытием марки ПА-2 ,,не ограничен 
579,Пакеты для мусора с завязками 60 литров,,Нон-Фуд,Товары для дома,"полиэтилен, технологические добавки (процессинговые, термостабилизирующие, оксобиоразлогаемые добавки для полимеров), краситель, биоразлагающая добавка",,3 года 
1827,Нескучная салфетка,,Нон-Фуд,Товары для дома,100 % целлюлоза первичное волокно.,,не ограничен
1828,"Салфетки бумажные 2сл 85 листов, в салфетнице",,Нон-Фуд,Товары для дома,100 % целлюлоза первичное волокно.,,не ограничен
1831,Пергамент с силиконовым покрытием круглый,,Нон-Фуд,Товары для дома,"жиронепроницаемая бумага, пригодная для контакта с пищевыми продуктами",,24 месяца
1810,Книга про ВкусВилл,,Нон-Фуд,Товары для дома,,,
1918,Открытка подарочная,,Нон-Фуд,Товары для дома,,,
2042,Коробка для 4-х бутылок,,Нон-Фуд,Товары для дома,,,
2043,Коробка для 2-х бутылок,,Нон-Фуд,Товары для дома,,,
1962,"Кружка ""Вкусвилл""",,Нон-Фуд,Товары для дома,,,
1916,Саше с цветами лаванды,,Нон-Фуд,Товары для дома,лаванда,,
42,Открытка-раскраска Птица (для мамы),,Нон-Фуд,Товары для дома,,,
43,Открытка-раскраска Цветы (для мамы),,Нон-Фуд,Товары для дома,,,
44,Открытка-раскраска Автомобиль (для папы),,Нон-Фуд,Товары для дома,,,
45,Открытка-раскраска Корабль (для папы),,Нон-Фуд,Товары для дома,,,
2066,Коробка подарочная мужская с обечайкой,,Нон-Фуд,Товары для дома,,,
295,Коробка подарочная женская с обечайкой,,Нон-Фуд,Товары для дома,,,
1186,Перчатки хозяйственные размер L,1 пара,Нон-Фуд,Товары для дома,"латекс, хлопковое напыление",,не ограничен при соблюдении условий хранения
1170,Набор алюминиевых форм 490 мл 3шт,3 шт,Нон-Фуд,Товары для дома,алюминий,,не ограничен
1171,Набор алюминиевых форм 780 мл 2шт.,2 шт,Нон-Фуд,Товары для дома,алюминий,,не ограничен
1172,Набор алюминиевых форм 130 мл 6 шт,6 шт,Нон-Фуд,Товары для дома,алюминий,,не ограничен
1146,"Губки для мытья посуды c фиброй, 2 шт",42 г,Нон-Фуд,Товары для дома,"целлюлоза, абразивный материал",,не ограничен
1366,Универсальные пакеты в коробе 15х25 см,,Нон-Фуд,Товары для дома,"полиэтилен, краситель, биоразлагаемая добавка d2w",,3 года
1367,Универсальные пакеты в коробе 24х40 см,,Нон-Фуд,Товары для дома,"полиэтилен, краситель, биоразлагаемая добавка d2w",,3 года
1392,Набор алюминиевых форм 2235 мл 2 шт,,Нон-Фуд,Товары для дома,алюминий,,не ограничен
1540,Универсальные пакеты с застежкой-слайдер,,Нон-Фуд,Товары для дома,полиэтилен,,
1523,"Батарейки щелочные ААА, 4 шт",,Нон-Фуд,Товары для дома,,,
1524,"Батарейки щелочные АА, 4 шт",,Нон-Фуд,Товары для дома,,,
1574,"Перчатки латексные размер М, 10 штук",,Нон-Фуд,Товары для дома,"латекс, напыление из кукурузного крахмала",,5 лет
1589,Гель для душа с экстрактом Кокоса,250 мл,Нон-Фуд,Косметика ,"вода очищенная, каприл/капрамидопропил бетаин (растительный бетаин),каприил/капроилметилглюкамид, лауроил/миристоил метил глюкамид (ПАВ на основе кокосового масла), коко-гликозид (ПАВ полученный из кокосового молочка), коко-гликозид, глицерил олеат (ПАВ на базе растительных масел), пантенол, гуаровая смола (регулятор вязкости, получаемый из водорослей), витамин С, гиалуронат натрия, экстракт кокоса, глицерин, соль морская, замутнитель для систем ПАВ, салицилат натрия, кондиционирующая добавка, масло Жожоба, масло Ши, масло миндаля, Шаромикс 708 (бензиловый спирт – 40%, бензойная кислота – 15%, сорбиновая кислота – 5%, глицерин  40%, парфюмерная композиция  ",,24 месяца
1610,Маска для лица с экстрактом зеленого чая,,Нон-Фуд,Косметика ,"вода глицерин, пантенол, аллантоин, 1,2 - гександиол, цитрат натрия, гидрогенизированное касторовое масло, ксантановая медь, гидроксиэнтилцеллюлоза, трегалоза, бетаин, глицирризинат (получен из солодкового корня (лакрицы)), лимонная кислота, масло оливы, эфирное масло бергамота, эфирное масло шалфея  мускатного, гиалуронат натрия, коллаген гидролизованный, экстракт листьев зеленого чая, этилгексилглицерин (зеленый консервант, получают из зерновых культур).",,3 года
1619,"Мусс для лица ""Для чувствительной кожи""",150 мл,Нон-Фуд,Косметика ,"вода, цветочная вода гамамелиса, экстракт арники, каприлил/каприл глюкозид, кокамидопропилбетаин, коко-глюкозид, пантенол, бензиловый спирт, этилгексилглицерин, масло льна, масло ши, масло арганы, эфирное масло апельсина, эфирное масло лимона, эфирное масло базилика, эфирное масло розового дерева, эфирное масло лемонграсса, эфирное масло цитронеллы, эфирное масло аира, лимонная кислота, тетранатрия глутамат диацетат,, цитраль*, гераниол*, цитронелол*, линалол*, лимонен*.   * компоненты натуральных эфирных масел. ",,2 года
1530,Маска очищающая для лица с мочевиной,75 мл,Нон-Фуд,Косметика ,"вода специальной очистки, мочевина, каприлик/каприк триглицерид (эмолент растительного происхождения), глицерил стеарат (эмульгатор растительного происхождения), масло ши, мягкие скрабирующие частицы, пентаэритинил дистеарат (модификатор реологии, получаемый из овощей), растительный бетаин, октил стеарат (эмолент растительного происхождения), коко-каприлат (растительная альтернатива силиконам), лактат натрия, витамин Е, стеароил глутумат натрия (соэмульгатор растительного происхождения, экосерт), аллантоин, ксантановая смола (загуститель, получаемый из листьев капусты), цинковая соль пирролидонкарбоновой кислоты, экстракт гамамелиса, гиалуроновая кислота, Шаромикс 707 («зеленый» консервант), парфюмерная композиция, молочная кислота",,24 месяца
1621,"Бальзам для губ жожоба, ромашка",4 г,Нон-Фуд,Косметика ,"каприлик/каприк триглицериды, канделильский воск, масло кокоса, масло ши, масло ромашки, масло жожоба, карнаубский воск, воск рисовых отрубей, экстракт розмарина",,2 года
1622,"Бальзам для губ апельсин, корица",4 г,Нон-Фуд,Косметика ,"каприлик/каприк триглицериды, канделильский воск, масло кокоса, масло ши, масло авокадо, масло манго, эфирное масло апельсина, эфирное масло корицы, карнаубский воск, воск рисовых отрубей, экстракт розмарина, лимонен*, цинамаль*, эугенол*, бензилбензоат*, цитраль*, гераниол*, цитронелол*. *компоненты натуральных эфирных масел ",,2 года
1341,"Крем для рук и ног ""UREA 10%",50 мл,Нон-Фуд,Косметика ,"вода специальной очистки, мочевина, эмульгейд SE-PF(самоэмульгирующая база), октил стеарат (эмолент растительного происхождения), глицерин, масло касторовое, диметикон, кутина PES (воскообразное вещество, получаемое из овощей), гиалуроновая кислота, масло ши, цетиол CC (эмолент, альтернатива силиконам), пантенол, витамин F, экстракт ромашки, экстракт зверобоя, эмульгин SG (соэмульгатор, экосерт), полиакрилат натрия, шаромикс 708 (""зеленый"" консервант), парфюмерная композиция. ",,24 месяца
1513,Скраб для тела Кокос,150 г,Нон-Фуд,Косметика ,"соль морская, сахар, кокосовая стружка, органическое масло кокоса",,18 месяцев
1056,Маска для волос Ягоды асаи,30 мл,Нон-Фуд,Косметика ,"вода, диметикон, глицерин, каприловый трилицерид, бегентримониум хлорид, цетеариловый спирт, цетиловый спирт, стеариловый спирт, изопропиловый спирт, 1,2-гександиол, амодиметикон, лаурет-23, лаурет-3, экстракт асаи, этилгексилглицерин, бутиленгликоль, протеин глицин сои, белок люпин гидролизованный, протеин миндаля гидролизованный, протеин растительный гидролизованный, протеин риса гидролизованный, протеин кукурузы гидролизованный, протеин сои гидролизованный, феноксиэтанол, отдушка",,3 года
1057,Маска для лица с экстрактом алоэ,23 мл,Нон-Фуд,Косметика ,"вода, глицерат-26, бетаин, трегалоза, аллантоин, натуральный экстракт алоэ вера, экстракт листьев хурмы восточной, экстракт центеллы азиатской, экстракт какао, экстракт ромашки, экстракт вина, гиалуронат натрия, ПЭГ-40 - масло касторовое гидрогенизированное, карбомер, аргинин, 1,2-гександиол, пропандиол, каприлгидроксаминовая кислота, бутиленгликоль (консервант) 0,5 %, отдушка",,3 года
1058,Маска для лица с экстрактом меда,23 мл,Нон-Фуд,Косметика ,"вода, глицерат-26, бетаин, трегалоза, аллантоин, экстракт меда натуральный, экстракт мелиссы лекарственной, экстракт икры лосося, экстракт цветной капусты, экстракт вина, экстракт листьев шпината, гиалуронат натрия, ПЭГ-40 - масло касторовое гидрогенизированное, карбомер, аргинин, 1,2-гександиол, пропандиол, каприлгидроксаминовая кислота, бутиленгликоль (консервант) 0,5 %, отдушка",,3 года
1059,Маска для лица с экстрактом граната,23 мл,Нон-Фуд,Косметика ,"вода, глицерат-26, бетаин, трегалоза, аллантоин, натуральный экстракт граната, экстракт плодов голубики узколистой, экстракт икры лосося, экстракт цветной капусты, экстракт вина, экстракт листьев шпината, гиалуронат натрия, ПЭГ-40 - масло касторовое гидрогенизированное, карбомер, аргинин, 1,2-гександиол, пропандиол, каприлгидроксаминовая кислота, бутиленгликоль (консервант) 0,5 %, отдушка",,3 года
1110,"Лосьон-тоник ""Гамамелис и ионы серебра""",350 мл,Нон-Фуд,Косметика ,"вода специальной очистки, глицерин (растительного происхождения), экстракт гамамелиса, экстракт алоэ вера, Тегософт PC 41 (эмолент растительного происхождения, заменяет ПАВы и спирт), комплекс фруктовых кислот ""Ага-Виталь 40М"", Шаромикс 708 (""зеленый"" консервант, ""Экосерт""), парфюмерная композиция, ионы серебра",,24 месяца
1262,Скраб для тела Кофе и Апельсин,150 г,Нон-Фуд,Косметика ,"кофе, сахар, какао-порошок, цедра апельсина, масса миндальная, абрикосовые косточки, виноградные косточки, эфирное масло апельсина сладкого",,18 месяцев
1277,"Мыло жидкое ""Миндальное молочко""",500 мл,Нон-Фуд,Косметика ,"вода дистиллированная, обогащенная ионами серебра ? 30%, А - тензиды (анионные ПАВ из возобновляемого сырья - пальмы и сахарного тростника) 5 - 15%, глицерин (glycerol) ? 5%; парфюмерная композиция ""Миндальное молочко"", масла: корицы, сантала, аниса, пищевой краситель.",,24 месяца
2069,Бельди ягодное,,Нон-Фуд,Косметика ,"масло оливковое, вода, калия гидроокись, масло касторовое, сушеные ягоды (черноплодная рябина, клюква, брусника), эфирное масло литсеи кубеба, эфирное масло бергамота",,1 год
2047,Набор для тела с массажной щёткой,,Нон-Фуд,Косметика ,"Массажная щетка натуральная: древесина бука, щетина кактус тампико. Скраб для тела кокос: соль морская, сахар, кокосовая стружка, органическое масло кокоса. Крем-масло аргана: масло ши, масло виноградной косточки, масло зародышей пшеницы, масло арганы, масло миндаля, цетеариловый спирт, экстракт ванили, эфирное масло грейпфрута и лайма.  Массажная щетка натуральная: древесина бука, щетина кактус тампико. Скраб для тела апельсин кофе: кофе, сахар, какао-порошок, цедра апельсина; масла: миндальное,абрикосовой косточки, виноградной косточки, эфирное масло апельсина сладкого. Крем - масло апельсин - корица: масло ши, масло виноградной косточки, масло зародышей пшеницы, масло кокосовое, масло миндаля, цетеариловый спирт, экстракт ванили, эфирные масла корицы и гвоздики.  ",,
2048,"Набор ""Для рук и ногтей""",,Нон-Фуд,Косметика ,"Мыло с маслом ши косметическое твердое: натриевые соли масел (оливкового, коксового, ши, пальмового, касторового), вода, эфирное масло пачули, пальмарозы, сосны, иланг-иланга, гвоздики, лактат натрия.  Воск для ногтей иланг-иланг: масло абрикосовых косточек, масло ши, воск рисовых отрубей и пчелиный, эфирные масла бергамота и иланг-иланга.  Масло для кутикулы марула: масло абрикосовых косточек, масло марулы, масло миндальное, экстракт розмарина, эфирное масло лемонграсса. ",,
260,"Набор ""Для губ и ресниц""",,Нон-Фуд,Косметика ,"скраб для губ ""ягодный"": косточка клубники, масло ши, масло миндаля, эфирное масло литсея кубеба бальзам для губ ваниль: масло миндаля, масло какао, масло ши, воск пчелиный, воск карнаубский, экстракт ванили.  масло для ресниц аргана: масло жожоба, масло зародышей пшеницы, масло арганы, масло мидаля, масло персиковой косточки ",,
46,"Мыло жидкое ""Полевые цветы""",500 мл,Нон-Фуд,Косметика ,"подготовленная вода ? 30%, А-тензиды (растительного происхождения), 5-15%, глицерин (glycerol) ? 5%, парфюмерная композиция ""Ромашка"" (масла ромашки, муската, шалфея, аниса, бергамота), пищевой краситель (тартразин)",,24 месяца
604,Шампунь с экстрактом кокоса,350 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, комплекс мягких ПАВ растительного происхождения, экстракт кокоса, экстракт календулы, глицерин, морская соль, пантенол, никотинамид, аскорбиновая кислота, аскорбат натрия, Дехикварт СС7 (кондиционер), салицилат натрия, лимонная кислота, гликолевая кислота, молочная кислота, Шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Кокос»",,24 месяца 
606,Мицеллярная вода Дамасская роза,350 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, экстракт лепестков дамасской розы, коко-бетаин (мягкий ПАВ растительного происхождения), коко-гликозид (мягкий ПАВ растительного происхождения), глицерин, ТэгоСофт РС 41 (растительный эмолент, обладающий очищающими свойствами), пантенол, этилпантенол, никотинамид, аскорбиновая кислота, аскорбат натрия, салицилат натрия, лимонная кислота, гликолевая кислота, молочная кислота, гиалуронат натрия, шаромикс 708 («зелёный» консервант, «Экосерт»)",,24 месяца
607,Молочко для снятия макияжа,200 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, цетиол 868 (эмолент растительного происхождения), эмульгин VL 75 (эмульгатор растительного происхождения), глицерин, масло макадамии, масло канола, масло ши, глицерил стеарат (эмульгатор растительного происхождения, «Экосерт»), экстракт красного винограда, пантенол, этилпантенол, никотинамид, аскорбиновая кислота, аскорбат натрия, салицилат натрия, лимонная кислота, гликолевая кислота, молочная кислота, витамин Е, ксантановая смола (растительного происхождения, из листьев капусты), шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Виноград»",,24 месяца   
608,Гель для умывания с экстрактом алоэ вера,250 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, экстракт алоэ вера, комплекс мягких ПАВ растительного происхождения, глицерин, экстракт липы, морская соль, пантенол, этилпантенол, никотинамид, аскорбиновая кислота, аскорбат натрия, салицилат натрия, лимонная кислота, гликолевая кислота, молочная кислота, гиалуронат натрия, Шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Алоэ вера»",,24 месяца 
616,"Мыло жидкое ""Лаванда"", 300 мл",300 мл ,Нон-Фуд,Косметика ,"дистиллированная вода &gt; 30%, А-тензиды (анионные ПАВ из возобновляемого сырья – пальмы и сахарного тростника) 5-15%, глицерин (glycerol) &lt; 5%; масла: лаванды, бергамота, муската, шалфея; ароматизатор «Лаванда»",,24 месяца 
617,Шампунь Яичный 350 мл,350 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, комплекс мягких ПАВ растительного происхождения, экстракт крапивы, глицерин, морская соль, перламутровый агент, пантенол, витамин РР, аскорбиновая кислота, аскорбат натрия, протеин пшеницы, яичный лецитин, Дехикварт СС7 (кондиционирующий агент, производства Германии), лимонная кислота, гликолевая кислота, молочная кислота, Шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Ваниль» ",,24 месяца
618,"Бальзам для волос яичный, 350 мл",350 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, цетеариловый спирт, глицерин, бегетримониум хлорид (кондиционирующий агент, из растительного сырья), протеин пшеницы, яичный лецитин, Д-пантенол, молочная кислота, масло макадамии, экстракт крапивы, экстракт лопуха, масло жожоба, Дехикварт СС7 (кондиционирующий агент, производства Германии), Шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Ваниль» ",,24 месяца    
619,Шампунь молочный Миндаль 350 мл,350 мл ,Нон-Фуд,Косметика ,"вода специальной очистки, комплекс мягких ПАВ растительного происхождения, экстракт миндаля, глицерин, морская соль, замутнитель, пантенол, никотинамид, аскорбиновая кислота, аскорбат натрия, протеины шелка, молочные пептиды, Дехикварт СС7 (кондиционирующий агент, производства Германии), экстракт эхинацеи, лимонная кислота, гликолевая кислота, молочная кислота, шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Молоко»",,24 месяца   
620,"Бальзам для волос ""Молочный"" с миндалём",350 мл,Нон-Фуд,Косметика ,"вода специальной очистки, цетеариловый спирт, глицерин, бегетримониум хлорид (кондиционирующий агент, из растительного сырья), экстракт миндаля, протеины шелка, молочные пептиды, Д-пантенол, молочная кислота, масло зародышей пшеницы, экстракт эхинацеи, экстракт календулы, масло ши, Дехикварт СС7 (кондиционирующий агент, производства Германии), шаромикс 708 («зеленый» консервант, «Экосерт»), парфюмерная композиция «Молоко»",,24 месяца 
